Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country
Andrés Cubas,MF,30-040,4.0,4,390.0,4.3,0.0,0.0,1.0,0.0,0.0,0.0,Paraguay
Orlando Gill,GK,26-020,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Gustavo Gómez,DF,33-056,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Juan Cáceres,DF,26-030,4.0,4,346.0,3.8,0.0,0.0,1.0,0.0,0.0,0.0,Paraguay
Julio Enciso,FW,22-159,4.0,4,326.0,3.6,1.0,2.0,0.0,0.0,0.28,0.55,Paraguay
Júnior Alonso,DF,33-142,4.0,3,300.0,3.3,0.0,0.0,1.0,0.0,0.0,0.0,Paraguay
Matías Galarza,MF,24-140,3.0,3,298.0,3.3,1.0,1.0,2.0,0.0,0.3,0.3,Paraguay
Omar Alderete,DF,29-187,3.0,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Diego Gómez,MF,23-096,3.0,3,234.0,2.6,0.0,0.0,2.0,0.0,0.0,0.0,Paraguay
Miguel Almirón,"MF,FW",32-141,3.0,3,212.0,2.4,0.0,0.0,1.0,1.0,0.0,0.0,Paraguay
Damián Bobadilla,MF,24-355,4.0,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Gabriel Ávalos,FW,35-262,3.0,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Gustavo Velásquez,DF,35-075,4.0,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
José Canale,DF,29-346,3.0,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Antonio Sanabria,FW,30-119,2.0,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Alexandro Maidana,DF,20-340,2.0,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Isidro Pitta,FW,26-321,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Mauricio,MF,25-040,3.0,0,153.0,1.7,1.0,0.0,0.0,0.0,0.59,0.0,Paraguay
Gustavo Caballero,"FW,MF",24-283,1.0,0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Álex Arce,FW,31-015,2.0,0,53.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,Paraguay
Braian Ojeda,MF,26-004,1.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Ramón Sosa,"FW,MF",26-304,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Kaku,MF,31-171,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Fabián Balbuena,DF,34-312,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay
Gatito Fernández,GK,38-094,0.0,0,,,,,,,,,Paraguay
Gastón Olveira,GK,33-071,0.0,0,,,,,,,,,Paraguay
Diogo Costa,GK,26-289,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Renato Veiga,DF,22-341,,4,360.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Portugal
Cristiano Ronaldo,FW,41-150,,4,350.0,3.9,3.0,0.0,0.0,0.0,0.77,0.0,Portugal
Nuno Mendes,DF,24-016,,4,340.0,3.8,1.0,0.0,0.0,0.0,0.26,0.0,Portugal
Bruno Fernandes,MF,31-300,,4,332.0,3.7,0.0,1.0,0.0,0.0,0.0,0.27,Portugal
Vitinha,MF,26-142,,4,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Pedro Neto,MF,26-118,,4,268.0,3.0,0.0,1.0,0.0,0.0,0.0,0.34,Portugal
João Cancelo,DF,32-039,,4,242.0,2.7,0.0,1.0,0.0,0.0,0.0,0.37,Portugal
João Neves,MF,21-281,,3,300.0,3.3,1.0,0.0,0.0,0.0,0.3,0.0,Portugal
Rúben Dias,DF,29-052,,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Portugal
João Félix,MF,26-237,,2,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Rafael Leão,MF,27-025,,1,138.0,1.5,1.0,1.0,0.0,0.0,0.65,0.65,Portugal
Tomás Araújo,DF,24-050,,1,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Portugal
Bernardo Silva,MF,31-329,,1,89.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Portugal
Rúben Neves,MF,29-114,,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Francisco Conceição,MF,23-203,,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Nélson Semedo,"DF,MF",32-231,,0,92.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Portugal
Diogo Dalot,"DF,MF",27-109,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Gonçalo Ramos,FW,25-015,,0,36.0,0.4,1.0,0.0,0.0,0.0,2.5,0.0,Portugal
Francisco Trincão,"FW,MF",26-188,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Samu Costa,MF,25-220,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Matheus Nunes,"DF,MF",27-312,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
Gonçalo Guedes,"FW,MF",29-218,,0,,,,,,,,,Portugal
Gonçalo Inácio,DF,24-314,,0,,,,,,,,,Portugal
José Sá,GK,33-169,,0,,,,,,,,,Portugal
Rui Silva,GK,32-148,,0,,,,,,,,,Portugal
Mahmoud Abunada,GK,26-146,3.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Qatar
Boualem Khoukhi,DF,35-357,3.0,3,270.0,3.0,1.0,0.0,0.0,0.0,0.33,0.0,Qatar
Issa Laye,"MF,DF",28-191,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Ró-Ró,DF,35-329,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Akram Afif,"FW,MF",29-225,3.0,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Edmilson Junior,"MF,FW",31-316,3.0,3,210.0,2.3,0.0,1.0,0.0,0.0,0.0,0.43,Qatar
Jassem Gaber,MF,24-131,3.0,3,149.0,1.7,0.0,0.0,1.0,0.0,0.0,0.0,Qatar
Ayoub Al-Oui,DF,21-112,2.0,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Assim Madibo,MF,29-252,2.0,2,131.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,Qatar
Homam Ahmed,DF,26-310,2.0,2,122.0,1.4,0.0,1.0,0.0,1.0,0.0,0.74,Qatar
Yusuf Abdurisag,FW,26-329,2.0,2,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Ahmed Fathy,MF,33-157,3.0,1,150.0,1.7,0.0,0.0,2.0,0.0,0.0,0.0,Qatar
Sultan Al-Brake,DF,30-085,2.0,1,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Karim Boudiaf,MF,35-288,2.0,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Hassan Al-Haydos,MF,35-202,2.0,1,57.0,0.6,1.0,0.0,0.0,0.0,1.58,0.0,Qatar
Mohamed Manai,DF,23-249,3.0,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Abdulaziz Hatem,MF,36-181,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Ahmed Alaaeldin,FW,33-151,2.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Ahmed Al-Ganehi,FW,25-282,1.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Al-Hashmi Al-Hussain,MF,22-320,1.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Almoez Ali,FW,29-316,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Lucas Mendes,DF,35-363,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Qatar
Meshaal Barsham,GK,28-137,0.0,0,,,,,,,,,Qatar
Tahsin Jamshid,FW,20-015,0.0,0,,,,,,,,,Qatar
Mohammed Muntari,FW,32-193,0.0,0,,,,,,,,,Qatar
Salah Zakaria,GK,27-068,0.0,0,,,,,,,,,Qatar
Mohammed Al-Owais,GK,34-264,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Saud Abdulhamid,DF,26-348,,3,269.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Saudi Arabia
Salem Al-Dawsari,MF,34-316,,3,245.0,2.7,0.0,0.0,1.0,0.0,0.0,0.0,Saudi Arabia
Abdulelah Al-Amri,DF,29-167,,3,239.0,2.7,1.0,0.0,1.0,0.0,0.38,0.0,Saudi Arabia
Firas Al-Buraikan,FW,26-048,,3,238.0,2.6,0.0,0.0,1.0,0.0,0.0,0.0,Saudi Arabia
Hassan Al Tambakti,DF,27-142,,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Abdullah Al-Khaibari,MF,29-319,,3,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Mohamed Kanno,MF,31-282,,2,225.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,Saudi Arabia
Nasser Al-Dawsari,MF,27-194,,2,207.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,Saudi Arabia
Moteb Al-Harbi,DF,26-131,,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Musab Al Juwayr,"MF,FW",23-011,,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Ali Lajami,DF,30-068,,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Mohammed Abu Al-Shamat,MF,23-324,,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Nawaf Boushal,DF,26-288,,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Sultan Mendash,MF,31-257,,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Abdullah Al-Hamdan,FW,26-291,,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Alaa Al Hejji,MF,30-210,,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Khalid Al Ghannam,MF,25-235,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saudi Arabia
Nawaf Al Aqidi,GK,26-052,,0,,,,,,,,,Saudi Arabia
Ziyad Al Johani,MF,24-232,,0,,,,,,,,,Saudi Arabia
Hassan Kadesh,DF,33-298,,0,,,,,,,,,Saudi Arabia
Ahmed Al-Kassar,GK,35-054,,0,,,,,,,,,Saudi Arabia
Ali Majrashi,DF,26-272,,0,,,,,,,,,Saudi Arabia
Saleh Al-Shehri,FW,32-242,,0,,,,,,,,,Saudi Arabia
Jehad Thakri,DF,24-345,,0,,,,,,,,,Saudi Arabia
Ayman Yahya,MF,25-048,,0,,,,,,,,,Saudi Arabia
Lewis Ferguson,MF,26-311,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Angus Gunn,GK,30-160,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Jack Hendry,DF,31-055,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Scott McTominay,MF,29-205,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
John McGinn,MF,31-256,3.0,3,259.0,2.9,1.0,0.0,0.0,0.0,0.35,0.0,Scotland
Andy Robertson,DF,32-112,3.0,3,225.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,Scotland
Ben Gannon-Doak,MF,20-232,3.0,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Nathan Patterson,DF,24-258,3.0,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Grant Hanley,DF,34-223,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Lawrence Shankland,FW,30-325,2.0,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Ché Adams,FW,29-353,3.0,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Kenny McLean,MF,34-174,3.0,1,118.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,Scotland
Kieran Tierney,MF,29-026,2.0,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Ryan Christie,MF,31-129,3.0,1,95.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,Scotland
Scott McKenna,DF,29-231,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Aaron Hickey,DF,24-021,1.0,1,74.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,Scotland
Lyndon Dykes,"FW,MF",30-267,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Anthony Ralston,DF,27-227,2.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Findlay Curtis,MF,19-273,2.0,0,9.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Scotland
Ross Stewart,FW,29-355,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland
Tyler Fletcher,MF,19-104,0.0,0,,,,,,,,,Scotland
Craig Gordon,GK,43-182,0.0,0,,,,,,,,,Scotland
George Hirst,FW,27-136,0.0,0,,,,,,,,,Scotland
Dominic Hyam,DF,30-193,0.0,0,,,,,,,,,Scotland
Liam Kelly,GK,30-159,0.0,0,,,,,,,,,Scotland
John Souttar,DF,29-279,0.0,0,,,,,,,,,Scotland
Krépin Diatta,DF,27-130,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Moussa Niakhaté,DF,30-119,4.0,4,390.0,4.3,0.0,1.0,0.0,0.0,0.0,0.23,Senegal
Ismaila Sarr,"MF,FW",28-130,4.0,4,364.0,4.0,4.0,1.0,0.0,0.0,0.99,0.25,Senegal
Sadio Mané,"MF,FW",34-086,4.0,4,362.0,4.0,0.0,1.0,0.0,0.0,0.0,0.25,Senegal
Idrissa Gueye,MF,36-282,4.0,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Lamine Camara,MF,22-185,4.0,3,248.0,2.8,0.0,1.0,1.0,0.0,0.0,0.36,Senegal
Pape Gueye,MF,27-162,4.0,3,234.0,2.6,2.0,1.0,1.0,0.0,0.77,0.38,Senegal
Mory Diaw,GK,33-013,3.0,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Nicolas Jackson,FW,25-015,4.0,2,234.0,2.6,0.0,1.0,0.0,0.0,0.0,0.38,Senegal
Ismail Jakobs,DF,26-322,3.0,2,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
El Hadji Malick Diouf,DF,21-189,3.0,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Kalidou Koulibaly,DF,35-015,2.0,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Édouard Mendy,GK,34-126,2.0,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Habib Diarra,MF,22-183,3.0,2,143.0,1.6,2.0,0.0,0.0,0.0,1.26,0.0,Senegal
Pathé Ciss,DF,32-111,4.0,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Ibrahim Mbaye,MF,18-162,4.0,1,157.0,1.7,1.0,0.0,0.0,0.0,0.57,0.0,Senegal
Iliman Ndiaye,FW,26-121,3.0,1,114.0,1.3,1.0,2.0,0.0,0.0,0.79,1.58,Senegal
Abdoulaye Seck,DF,34-031,1.0,1,57.0,0.6,0.0,1.0,1.0,0.0,0.0,1.58,Senegal
Pape Matar Sarr,MF,23-294,2.0,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Bara Sapoko Ndiaye,MF,18-186,1.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Assane Diao,MF,20-301,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Bamba Dieng,FW,26-104,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Senegal
Yehvann Diouf,GK,26-231,0.0,0,,,,,,,,,Senegal
Antoine Mendy,DF,22-039,0.0,0,,,,,,,,,Senegal
Cherif Ndiaye,"FW,MF",30-163,0.0,0,,,,,,,,,Senegal
Mamadou Sarr,DF,20-310,0.0,0,,,,,,,,,Senegal
Mbekezeli Mbokazi,DF,20-285,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Khuliso Mudau,DF,31-066,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Ime Okon,DF,22-131,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Ronwen Williams,GK,34-161,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Aubrey Modiba,DF,30-344,4.0,4,346.0,3.8,0.0,0.0,1.0,0.0,0.0,0.0,South Africa
Teboho Mokoena,MF,29-158,3.0,3,270.0,3.0,1.0,0.0,2.0,0.0,0.33,0.0,South Africa
Oswin Appollis,"MF,FW",24-310,4.0,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Thapelo Maseko,"MF,FW",22-232,3.0,3,242.0,2.7,1.0,0.0,0.0,0.0,0.37,0.0,South Africa
Sphephelo Sithole,MF,27-120,3.0,3,229.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,South Africa
Thalente Mbatha,MF,26-107,4.0,2,260.0,2.9,0.0,0.0,1.0,0.0,0.0,0.0,South Africa
Evidence Makgopa,FW,26-026,4.0,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Relebohile Mofokeng,MF,21-251,3.0,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Iqraam Rayners,FW,30-194,4.0,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Jayden Adams,MF,25-057,3.0,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Nkosinathi Sibisi,DF,30-282,1.0,1,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,South Africa
Lyle Foster,FW,25-301,1.0,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Tshepang Moremi,MF,25-272,2.0,0,34.0,0.4,0.0,1.0,0.0,0.0,0.0,2.65,South Africa
Themba Zwane,"FW,MF",36-332,1.0,0,23.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,South Africa
Kamogelo Sebelebele,"DF,MF",23-345,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,South Africa
Sipho Chaine,GK,29-199,0.0,0,,,,,,,,,South Africa
Bradley Cross,DF,25-152,0.0,0,,,,,,,,,South Africa
Ricardo Goss,GK,32-090,0.0,0,,,,,,,,,South Africa
Samukele Kabini,DF,22-108,0.0,0,,,,,,,,,South Africa
Olwethu Makhanya,DF,22-062,0.0,0,,,,,,,,,South Africa
Thabang Matuludi,DF,27-168,0.0,0,,,,,,,,,South Africa
Khulumani Ndamane,DF,22-146,0.0,0,,,,,,,,,South Africa
Lee Gi-hyuk,DF,25-359,,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,South Korea
Lee Han-beom,DF,24-014,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Lee Kang-in,FW,25-132,,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.33,South Korea
Kim Seung-gyu,GK,35-274,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Hwang In-beom,MF,29-284,,3,263.0,2.9,1.0,1.0,0.0,0.0,0.34,0.34,South Korea
Seol Young-woo,MF,27-208,,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Kim Min-jae,DF,29-228,,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Paik Seung-ho,MF,29-106,,3,204.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,South Korea
Son Heung-min,FW,33-358,,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Lee Jae-sung,FW,33-325,,2,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Lee Tae-seok,MF,23-338,,2,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Oh Hyeon-gyu,FW,25-080,,1,129.0,1.4,1.0,0.0,0.0,0.0,0.7,0.0,South Korea
Hwang Hee-chan,FW,30-156,,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Kim Moon-hwan,MF,30-334,,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Kim Jin-gyu,MF,29-127,,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Jens Castrop,MF,22-337,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Eom Ji-sung,MF,24-053,,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Park Jinseob,"DF,MF",30-251,,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Cho Gue-sung,FW,28-157,,0,31.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,South Korea
Yang Hyun-jun,"FW,MF",24-037,,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,South Korea
Song Bum-keun,GK,28-259,,0,,,,,,,,,South Korea
Lee Dong-gyeong,"FW,MF",28-284,,0,,,,,,,,,South Korea
Jo Hyeon-woo,GK,34-279,,0,,,,,,,,,South Korea
Bae Jun-ho,"FW,MF",22-314,,0,,,,,,,,,South Korea
Kim Tae-hyeon,DF,25-287,,0,,,,,,,,,South Korea
Cho Wi-je,DF,24-310,,0,,,,,,,,,South Korea
