Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country
Pau Cubarsí,DF,19-164,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Marc Cucurella,DF,27-348,,4,360.0,4.0,0.0,2.0,0.0,0.0,0.0,0.5,Spain
Unai Simón,GK,29-024,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Aymeric Laporte,DF,32-039,,4,359.0,4.0,0.0,1.0,0.0,0.0,0.0,0.25,Spain
Rodri,MF,30-013,,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Pedri,MF,23-222,,4,307.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,Spain
Mikel Oyarzabal,FW,29-075,,4,300.0,3.3,4.0,1.0,0.0,0.0,1.2,0.3,Spain
Lamine Yamal,"FW,MF",18-357,,3,224.0,2.5,1.0,0.0,0.0,0.0,0.4,0.0,Spain
Álex Baena,"FW,MF",24-350,,3,196.0,2.2,1.0,1.0,1.0,0.0,0.46,0.46,Spain
Marcos Llorente,DF,31-156,,2,180.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,Spain
Pedro Porro,DF,26-295,,2,180.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,Spain
Dani Olmo,MF,28-059,,2,171.0,1.9,0.0,1.0,0.0,0.0,0.0,0.53,Spain
Ferrán Torres,FW,26-126,,1,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Mikel Merino,MF,30-013,,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Fabián Ruiz Peña,MF,30-093,,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Gavi,FW,21-334,,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Yéremy Pino,"FW,MF",23-258,,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Nico Williams,MF,23-358,,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Marc Pubill,DF,23-015,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain
Eric García,"DF,MF",25-177,,0,,,,,,,,,Spain
Joan García,GK,25-062,,0,,,,,,,,,Spain
Álex Grimaldo,"DF,MF",30-288,,0,,,,,,,,,Spain
Borja Iglesias,FW,33-169,,0,,,,,,,,,Spain
Víctor Muñoz,MF,22-357,,0,,,,,,,,,Spain
David Raya,GK,30-293,,0,,,,,,,,,Spain
Martín Zubimendi,MF,27-153,,0,,,,,,,,,Spain
Viktor Gyökeres,FW,28-027,4.0,4,360.0,4.0,1.0,2.0,1.0,0.0,0.25,0.5,Sweden
Gustaf Lagerbielke,DF,26-082,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Alexander Isak,FW,26-283,4.0,4,357.0,4.0,1.0,3.0,0.0,0.0,0.25,0.76,Sweden
Victor Lindelöf,"DF,MF",31-349,4.0,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Yasin Ayari,MF,22-268,4.0,4,339.0,3.8,2.0,0.0,1.0,0.0,0.53,0.0,Sweden
Gabriel Gudmundsson,"MF,DF",27-063,4.0,4,330.0,3.7,0.0,0.0,1.0,0.0,0.0,0.0,Sweden
Alexander Bernhardsson,MF,27-296,3.0,3,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Isak Hien,DF,27-169,3.0,3,216.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,Sweden
Anthony Elanga,"MF,FW",24-065,4.0,2,217.0,2.4,2.0,0.0,0.0,0.0,0.83,0.0,Sweden
Kristoffer Nordfeldt,GK,37-008,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Jacob Widell Zetterström,GK,27-355,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Elliot Stroud,MF,24-009,4.0,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Jesper Karlström,MF,31-010,2.0,2,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Benjamin Nygren,MF,24-358,4.0,2,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Lucas Bergvall,MF,20-149,4.0,1,181.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,Sweden
Daniel Svensson,DF,24-139,3.0,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Besfort Zeneli,MF,23-222,2.0,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Taha Ali,"FW,MF",28-000,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Ken Sema,"FW,MF",32-274,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Mattias Svanberg,MF,27-177,2.0,0,16.0,0.2,1.0,0.0,0.0,0.0,5.63,0.0,Sweden
Carl Starfelt,DF,31-030,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Gustaf Nilsson,FW,29-039,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden
Hjalmar Ekdal,DF,27-253,0.0,0,,,,,,,,,Sweden
Herman Johansson,MF,28-258,0.0,0,,,,,,,,,Sweden
Viktor Johansson,GK,27-290,0.0,0,,,,,,,,,Sweden
Eric Smith,"DF,MF",29-174,0.0,0,,,,,,,,,Sweden
Manuel Akanji,DF,30-351,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Nico Elvedi,DF,29-278,4.0,4,360.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Switzerland
Gregor Kobel,GK,28-211,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Granit Xhaka,MF,33-281,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.25,0.0,Switzerland
Remo Freuler,MF,34-081,4.0,4,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Ricardo Rodríguez,DF,33-314,4.0,4,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Breel Embolo,FW,29-141,4.0,4,344.0,3.8,2.0,2.0,0.0,0.0,0.52,0.52,Switzerland
Ruben Vargas,MF,27-334,4.0,3,247.0,2.7,2.0,1.0,0.0,0.0,0.73,0.36,Switzerland
Dan Ndoye,"MF,FW",25-253,4.0,3,232.0,2.6,1.0,0.0,0.0,0.0,0.39,0.0,Switzerland
Johan Manzambi,"MF,FW",20-264,4.0,2,199.0,2.2,3.0,2.0,0.0,0.0,1.36,0.9,Switzerland
Denis Zakaria,DF,29-227,2.0,2,176.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Switzerland
Michel Aebischer,"MF,FW",29-180,4.0,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Fabian Rieder,MF,24-139,3.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Silvan Widmer,DF,33-122,3.0,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Djibril Sow,MF,29-149,2.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Luca Jaquez,DF,23-033,2.0,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Zeki Amdouni,"FW,MF",25-213,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Noah Okafor,"FW,MF",26-042,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Cedric Itten,"FW,MF",29-190,2.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Christian Fassnacht,"FW,MF",32-236,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Ardon Jashari,MF,23-340,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Miro Muheim,"DF,MF",28-103,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland
Aurèle Amenda,DF,22-339,0.0,0,,,,,,,,,Switzerland
Eray Cömert,DF,28-151,0.0,0,,,,,,,,,Switzerland
Marvin Keller,GK,24-002,0.0,0,,,,,,,,,Switzerland
Yvon Mvogo,GK,32-029,0.0,0,,,,,,,,,Switzerland
Hannibal Mejbri,MF,23-161,3.0,3,270.0,3.0,0.0,2.0,0.0,0.0,0.0,0.67,Tunisia
Montassar Talbi,DF,28-036,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Ali Abdi,DF,32-193,3.0,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Yan Valery,DF,27-129,3.0,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Ellyes Skhiri,"MF,DF",31-052,3.0,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Anis Ben Slimane,"MF,FW",25-107,3.0,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Mohamed Amine Ben Hamida,DF,30-198,3.0,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Aymen Dahmen,GK,29-154,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Omar Rekik,DF,24-193,2.0,2,180.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,Tunisia
Rani Khedira,MF,32-155,3.0,2,149.0,1.7,0.0,0.0,1.0,0.0,0.0,0.0,Tunisia
Elias Saad,"MF,FW",26-186,2.0,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Ismaël Gharbi,MF,22-082,3.0,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Mouhib Chamakh,GK,24-310,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Hazem Mastouri,FW,29-013,1.0,1,89.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,Tunisia
Sebastian Tounekti,FW,23-353,3.0,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Dylan Bronn,DF,31-012,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Firas Chaouat,FW,30-054,3.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Elias Achouri,"FW,MF",27-141,3.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Hadj Mahmoud,MF,26-068,2.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Mortadha Ben Ouanes,"DF,MF",31-364,1.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Tunisia
Adem Arous,DF,21-349,0.0,0,,,,,,,,,Tunisia
Khalil Ayari,FW,21-149,0.0,0,,,,,,,,,Tunisia
Sabri Ben Hassen,GK,30-018,0.0,0,,,,,,,,,Tunisia
Raed Chikhaoui,DF,22-022,0.0,0,,,,,,,,,Tunisia
Rayan Elloumi,FW,18-287,0.0,0,,,,,,,,,Tunisia
Moutaz Neffati,DF,21-300,0.0,0,,,,,,,,,Tunisia
Uğurcan Çakır,GK,30-087,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Arda Güler,MF,21-126,3.0,3,270.0,3.0,1.0,0.0,0.0,0.0,0.33,0.0,Turkey
Abdülkerim Bardakcı,DF,31-297,3.0,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Kenan Yıldız,MF,21-058,3.0,2,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Hakan Çalhanoğlu,MF,32-143,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Merih Demiral,DF,28-118,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Barış Alper Yılmaz,"MF,FW",26-039,3.0,2,179.0,2.0,1.0,1.0,0.0,0.0,0.5,0.5,Turkey
Zeki Çelik,DF,29-134,2.0,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Ferdi Kadioglu,DF,26-267,2.0,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Orkun Kökçü,MF,25-184,3.0,2,153.0,1.7,0.0,1.0,0.0,0.0,0.0,0.59,Turkey
İsmail Yüksek,MF,27-156,2.0,2,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Kerem Aktürkoğlu,FW,27-253,2.0,2,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Eren Elmalı,DF,25-359,2.0,1,111.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,Turkey
Mert Müldür,DF,27-089,3.0,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Salih Özcan,MF,28-171,2.0,1,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Ozan Kabak,DF,26-098,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Oğuz Aydın,DF,25-247,1.0,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Yunus Akgün,MF,25-359,2.0,1,88.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Turkey
Can Uzun,MF,20-232,2.0,0,38.0,0.4,0.0,1.0,0.0,0.0,0.0,2.37,Turkey
Deniz Gül,FW,21-364,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Çağlar Söyüncü,DF,30-039,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Kaan Ayhan,"DF,MF",31-233,1.0,0,3.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,Turkey
İrfan Can Kahveci,MF,30-351,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey
Samet Akaydın,DF,32-110,0.0,0,,,,,,,,,Turkey
Altay Bayındır,GK,28-078,0.0,0,,,,,,,,,Turkey
Mert Günok,GK,37-122,0.0,0,,,,,,,,,Turkey
Weston McKennie,MF,27-311,,4,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,United States
Alex Freeman,DF,21-330,,3,284.0,3.2,1.0,1.0,0.0,0.0,0.32,0.32,United States
Tyler Adams,MF,27-141,,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,United States
Matt Freese,GK,27-306,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Tim Ream,DF,38-273,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Chris Richards,DF,26-099,,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,United States
Malik Tillman,MF,24-038,,3,266.0,3.0,1.0,1.0,0.0,0.0,0.34,0.34,United States
Antonee Robinson,"DF,MF",28-331,,3,259.0,2.9,0.0,0.0,1.0,0.0,0.0,0.0,United States
Sergiño Dest,MF,25-244,,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,United States
Folarin Balogun,FW,25-002,,3,223.0,2.5,3.0,0.0,1.0,1.0,1.21,0.0,United States
Ricardo Pepi,FW,23-177,,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,United States
Christian Pulisic,MF,27-290,,2,165.0,1.8,0.0,1.0,0.0,0.0,0.0,0.55,United States
Sebastian Berhalter,MF,25-056,,1,155.0,1.7,1.0,1.0,1.0,0.0,0.58,0.58,United States
Auston Trusty,DF,27-327,,1,101.0,1.1,1.0,0.0,0.0,0.0,0.89,0.0,United States
Mark McKenzie,DF,27-130,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Miles Robinson,DF,29-113,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Matt Turner,GK,32-011,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Joe Scally,DF,23-186,,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Gio Reyna,MF,23-234,,1,86.0,1.0,1.0,0.0,0.0,0.0,1.05,0.0,United States
Brenden Aaronson,MF,25-256,,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,United States
Timothy Weah,MF,26-133,,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,United States
Alejandro Zendejas,"FW,MF",28-148,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,United States
Haji Wright,"FW,MF",28-100,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States
Max Arfsten,MF,25-077,,0,,,,,,,,,United States
Chris Brady,GK,22-124,,0,,,,,,,,,United States
Cristian Roldan,MF,31-032,,0,,,,,,,,,United States
Rodrigo Bentancur,MF,29-006,3.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Uruguay
Sebastián Cáceres,DF,26-317,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Mathías Olivera,DF,28-243,3.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Uruguay
Guillermo Varela,DF,33-099,3.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Uruguay
Maxi Araújo,"FW,MF",26-136,3.0,3,250.0,2.8,2.0,1.0,0.0,0.0,0.72,0.36,Uruguay
Federico Valverde,MF,27-344,3.0,3,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Fernando Muslera,GK,40-015,3.0,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Manuel Ugarte,MF,25-081,3.0,3,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Agustín Canobbio,FW,27-273,3.0,2,224.0,2.5,1.0,0.0,0.0,1.0,0.4,0.0,Uruguay
Juan Manuel Sanabria,DF,26-094,3.0,2,204.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,Uruguay
Federico Viñas,FW,28-001,3.0,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Darwin Núñez,FW,27-007,3.0,2,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Matías Viña,DF,28-234,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Nicolás De La Cruz,MF,29-030,3.0,0,86.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Uruguay
Sergio Rochet,GK,33-100,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Brian Rodríguez,"FW,MF",26-042,3.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Rodrigo Aguirre,FW,31-273,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uruguay
Ronald Araújo,DF,27-116,0.0,0,,,,,,,,,Uruguay
Giorgian de Arrascaeta,"FW,MF",32-030,0.0,0,,,,,,,,,Uruguay
Santiago Bueno,DF,27-234,0.0,0,,,,,,,,,Uruguay
José María Giménez,DF,31-162,0.0,0,,,,,,,,,Uruguay
Emiliano Martínez,MF,26-318,0.0,0,,,,,,,,,Uruguay
Santiago Mele,GK,28-298,0.0,0,,,,,,,,,Uruguay
Facundo Pellistri,"FW,MF",24-193,0.0,0,,,,,,,,,Uruguay
Joaquín Piquerez,"DF,MF",27-311,0.0,0,,,,,,,,,Uruguay
Rodrigo Zalazar,"FW,MF",26-323,0.0,0,,,,,,,,,Uruguay
Abdukodir Khusanov,DF,22-122,3.0,3,270.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Uzbekistan
Eldor Shomurodov,FW,31-002,3.0,3,269.0,3.0,1.0,0.0,0.0,0.0,0.33,0.0,Uzbekistan
Rustam Ashurmatov,DF,29-359,3.0,3,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Otabek Shukurov,MF,30-009,3.0,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Abbosbek Fayzullayev,MF,22-271,3.0,3,220.0,2.4,1.0,0.0,0.0,0.0,0.41,0.0,Uzbekistan
Sherzod Nasrullaev,"DF,MF",27-343,3.0,3,180.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Uzbekistan
Akmal Mozgovoy,MF,27-090,3.0,2,216.0,2.4,0.0,1.0,0.0,0.0,0.0,0.42,Uzbekistan
Abdulla Abdullaev,DF,28-303,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Abduvohid Nematov,GK,25-103,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Bekhruz Karimov,DF,18-328,2.0,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Khojiakbar Alijonov,MF,29-073,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Aziz Gʻaniyev,MF,28-129,2.0,1,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Dostonbek Khamdamov,MF,29-342,2.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Jakhongir Urozov,DF,22-164,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Utkir Yusupov,GK,35-178,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Odiljon Hamrobekov,MF,30-138,2.0,1,77.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,Uzbekistan
Oston Urunov,MF,25-194,2.0,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Farrukh Sayfiev,"DF,MF",35-165,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Igor Sergeev,FW,33-062,3.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Azizbek Amonov,FW,28-244,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Jamshid Iskanderov,"FW,MF",32-258,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Sherzod Esanov,MF,23-150,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Ruslanbek Jiyanov,FW,25-026,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan
Botirali Ergashev,GK,31-008,0.0,0,,,,,,,,,Uzbekistan
Umar Eshmurodov,DF,33-213,0.0,0,,,,,,,,,Uzbekistan
Avazbek Ulmasaliev,DF,26-096,0.0,0,,,,,,,,,Uzbekistan
